PL_FOOTNOTE,ACK,PARAGRAPH_ACK,LONG_AFFILIATION,EMAIL,BOLD_ACK,LONG_ACK,vspace_bib,bref_size,cserver_size,js_style,nbPages,space,idConfiguration
False,False,False,True,False,False,True,4.53,0.85,0.78,\tiny,4,25.90374755859375,655
False,True,False,False,True,False,True,1.57,0.72,0.89,\tiny,4,25.9036865234375,656
False,False,True,False,False,False,True,4.22,0.99,0.8,\tiny,4,25.9036865234375,657
False,False,True,False,True,False,False,4.01,0.87,0.77,\scriptsize,5,674.9687728881836,658
True,False,True,True,False,True,False,4.29,0.72,0.69,\tiny,4,25.90374755859375,659
False,True,True,False,False,True,True,3.91,0.77,0.73,\scriptsize,5,650.0617904663086,660
False,False,False,True,True,False,False,1.79,0.83,0.8,\tiny,4,25.9036865234375,661
False,False,False,True,True,True,False,3.15,0.94,0.74,\footnotesize,5,600.2487335205078,662
True,False,True,True,True,False,True,1.46,0.87,0.69,\scriptsize,5,659.0287704467773,663
True,False,False,False,False,False,False,1.07,0.97,0.88,\footnotesize,5,504.45277404785156,664
True,True,False,True,False,False,True,3.0,0.89,0.74,\scriptsize,5,616.1887435913086,665
True,False,False,True,False,True,True,4.69,0.99,0.67,\scriptsize,5,650.0617904663086,666
False,True,True,False,False,False,False,1.82,0.74,0.88,\tiny,4,25.90374755859375,667
False,False,False,True,True,True,False,3.38,0.82,0.7,\footnotesize,5,625.1557846069336,668
True,True,False,False,True,True,False,1.71,0.84,0.9,\tiny,4,21.41973876953125,669
True,False,False,False,True,True,True,2.94,0.79,0.7,\footnotesize,5,575.3417510986328,670
False,False,True,False,True,True,True,3.14,0.87,0.76,\scriptsize,5,666.9987411499023,671
True,False,True,True,False,False,True,1.75,0.97,0.88,\tiny,4,21.41973876953125,672
True,False,False,True,False,True,True,1.35,0.79,0.61,\scriptsize,5,674.9687728881836,673
False,True,True,True,False,False,False,2.77,0.95,0.71,\tiny,4,25.9036865234375,674
True,True,False,False,False,False,False,2.51,0.76,0.77,\tiny,4,25.90374755859375,675
False,False,False,True,False,True,False,1.99,0.79,0.76,\tiny,4,25.90374755859375,676
False,True,True,True,True,True,False,4.51,0.87,0.6,\tiny,4,25.90374755859375,677
False,False,True,True,True,True,False,4.61,0.76,0.71,\footnotesize,5,625.1557846069336,678
False,False,False,False,False,True,False,4.2,0.98,0.86,\footnotesize,5,575.3417510986328,679
False,True,True,True,True,False,True,3.29,0.99,0.71,\tiny,4,25.9036865234375,680
False,False,False,True,True,False,False,2.25,1.0,0.65,\scriptsize,4,21.41973876953125,681
True,False,False,True,False,False,False,2.02,0.88,0.62,\scriptsize,4,21.41973876953125,682
True,False,True,False,True,True,False,3.83,0.79,0.83,\footnotesize,5,550.4357452392578,683
True,False,True,True,True,False,True,2.85,0.72,0.64,\tiny,4,25.90374755859375,684
False,True,False,False,False,True,False,4.82,0.91,0.84,\footnotesize,5,575.3417510986328,685
True,True,True,False,False,False,True,4.87,0.8,0.76,\tiny,4,25.9036865234375,686
True,False,True,False,False,False,False,2.61,0.98,0.77,\tiny,4,25.9036865234375,687
True,False,True,True,False,True,False,3.99,0.78,0.72,\scriptsize,5,659.0287704467773,688
False,True,True,True,True,True,False,3.45,0.87,0.83,\scriptsize,5,608.2187652587891,689
True,False,False,True,True,True,False,4.96,0.92,0.66,\footnotesize,5,575.3417510986328,690
False,True,True,False,True,False,False,1.61,0.74,0.78,\tiny,4,25.9036865234375,691
False,False,True,True,False,False,True,4.41,0.84,0.66,\scriptsize,4,25.9036865234375,692
True,True,False,False,True,False,True,4.9,1.0,0.88,\footnotesize,5,480.9377746582031,693
False,True,True,False,False,False,False,4.77,0.89,0.76,\footnotesize,5,575.3417510986328,694
True,False,True,True,True,False,False,3.99,0.75,0.9,\tiny,4,25.9036865234375,695
True,True,True,True,True,True,False,2.83,0.75,0.62,\footnotesize,5,550.4357452392578,696
False,True,True,False,True,True,False,1.94,0.99,0.62,\tiny,4,25.9036865234375,697
True,True,True,False,False,True,False,1.51,0.84,0.63,\footnotesize,5,525.3297271728516,698
False,True,True,True,True,True,False,4.55,0.88,0.76,\scriptsize,5,625.1557846069336,699
True,False,False,False,False,False,False,2.37,0.77,0.6,\scriptsize,4,21.41973876953125,700
True,False,False,True,False,False,True,3.44,0.99,0.62,\tiny,4,25.90374755859375,701
True,True,False,False,False,False,False,1.59,0.72,0.64,\tiny,4,25.9036865234375,702
False,True,True,True,False,False,True,1.65,0.82,0.62,\tiny,4,25.90374755859375,703
True,True,False,True,False,True,False,2.0,0.74,0.68,\tiny,4,25.90374755859375,704
True,True,True,True,True,True,False,3.87,0.75,0.79,\tiny,4,22.730712890625,705
False,True,False,True,False,False,True,1.15,0.96,0.66,\footnotesize,5,591.2827301025391,706
False,False,True,False,False,False,False,2.03,0.89,0.82,\footnotesize,5,600.2487335205078,707
False,False,False,True,False,True,True,2.55,0.81,0.85,\tiny,4,25.9036865234375,708
True,False,False,True,True,False,True,2.76,0.87,0.8,\tiny,4,25.9036865234375,709
True,True,False,False,False,True,False,1.77,0.79,0.79,\scriptsize,5,625.1557846069336,710
True,False,False,True,False,True,True,2.71,0.94,0.6,\tiny,4,25.9036865234375,711
True,False,False,False,False,False,True,3.56,0.8,0.65,\tiny,4,25.90374755859375,712
False,False,True,True,True,False,True,2.12,0.93,0.89,\footnotesize,5,575.3417510986328,713
True,False,False,True,True,True,True,4.14,0.98,0.79,\scriptsize,5,625.1557846069336,714
True,False,False,False,False,False,True,3.15,0.74,0.83,\footnotesize,5,550.4357452392578,715
True,True,False,True,True,True,False,2.45,0.96,0.71,\tiny,4,25.9036865234375,716
True,True,False,True,True,False,False,2.93,0.92,0.86,\footnotesize,5,501.75477600097656,717
True,True,False,False,False,True,True,3.98,0.99,0.71,\scriptsize,5,616.1887435913086,718
True,True,False,False,True,True,False,3.5,0.87,0.75,\tiny,4,25.90374755859375,719
False,True,True,False,False,False,True,1.88,0.73,0.82,\scriptsize,5,625.1557846069336,720
False,True,True,True,False,False,True,3.77,0.93,0.7,\scriptsize,5,625.1557846069336,721
False,False,True,True,True,False,True,1.93,0.77,0.73,\tiny,4,25.90374755859375,722
True,True,True,True,True,True,True,3.66,0.92,0.66,\tiny,4,24.625732421875,723
True,True,True,True,True,True,True,3.06,0.71,0.87,\scriptsize,5,575.3417510986328,724
True,True,True,True,True,False,True,3.43,0.79,0.84,\tiny,5,674.9687728881836,725
False,True,True,False,False,True,True,1.31,0.88,0.68,\tiny,4,25.9036865234375,726
False,False,False,False,False,False,True,2.28,0.86,0.67,\scriptsize,4,25.9036865234375,727
True,True,False,False,False,False,False,4.96,0.83,0.85,\scriptsize,5,600.2487335205078,728
False,False,True,True,False,True,False,3.0,0.99,0.89,\scriptsize,5,616.1887435913086,729
True,True,False,False,True,False,True,1.26,0.81,0.89,\tiny,5,674.9687728881836,730
False,False,False,False,False,False,True,4.98,0.71,0.67,\tiny,4,25.90374755859375,731
False,True,False,True,True,False,True,4.49,0.95,0.64,\footnotesize,5,600.2487335205078,732
True,False,True,True,True,True,True,3.44,0.75,0.68,\footnotesize,5,583.3127593994141,733
False,True,True,True,False,False,True,1.62,0.93,0.76,\tiny,4,25.9036865234375,734
False,False,False,False,False,False,False,4.27,0.82,0.76,\tiny,4,25.90374755859375,735
False,False,True,False,True,True,True,4.37,0.8,0.71,\tiny,4,25.90374755859375,736
True,True,True,True,True,True,False,1.82,0.97,0.63,\footnotesize,5,525.3297271728516,737
False,True,False,True,True,False,False,2.3,0.74,0.76,\scriptsize,5,659.0287704467773,738
False,True,True,True,False,False,False,4.19,0.77,0.86,\footnotesize,5,575.3417510986328,739
False,True,True,False,True,True,True,2.95,1.0,0.79,\tiny,5,674.9687728881836,740
False,False,True,False,False,False,True,3.24,0.98,0.85,\footnotesize,5,575.3417510986328,741
True,False,False,True,False,False,True,3.79,0.79,0.69,\tiny,4,25.9036865234375,742
False,True,False,True,True,False,False,2.0,0.79,0.79,\footnotesize,5,591.2827301025391,743
False,True,False,False,False,False,True,2.83,0.88,0.76,\scriptsize,5,650.0617904663086,744
False,False,True,False,False,False,True,1.78,0.75,0.89,\tiny,4,25.9036865234375,745
False,False,False,True,False,True,True,3.25,0.77,0.84,\scriptsize,5,666.9987411499023,746
True,False,False,False,False,True,True,1.11,0.72,0.75,\footnotesize,5,575.3417510986328,747
True,False,False,True,True,True,False,3.37,0.88,0.66,\tiny,4,25.9036865234375,748
True,False,False,True,False,False,True,2.44,0.94,0.66,\scriptsize,5,659.0287704467773,749
False,False,False,True,True,True,False,2.69,0.91,0.74,\footnotesize,5,600.2487335205078,750
False,True,True,False,False,True,False,1.98,0.71,0.81,\footnotesize,5,550.4357452392578,751
True,True,False,False,True,False,False,3.46,0.79,0.75,\tiny,4,25.9036865234375,752
False,True,False,True,False,False,True,3.3,1.0,0.6,\scriptsize,4,21.41973876953125,753
True,True,False,False,True,False,True,1.24,0.95,0.83,\tiny,5,674.9687728881836,754
True,True,True,True,True,False,True,1.03,0.81,0.62,\scriptsize,5,625.1557846069336,755
False,False,True,True,True,True,False,3.9,0.75,0.89,\tiny,4,25.9036865234375,756
True,False,False,True,True,True,False,2.21,0.89,0.63,\tiny,4,25.90374755859375,757
False,True,True,True,True,False,False,2.84,0.75,0.69,\footnotesize,5,600.2487335205078,758
True,True,False,False,True,True,True,1.72,0.93,0.85,\tiny,5,674.9687728881836,759
True,False,False,False,False,True,True,2.87,0.95,0.82,\tiny,4,25.9036865234375,760
True,False,True,False,False,False,True,3.92,0.98,0.73,\scriptsize,5,641.0957870483398,761
True,True,True,False,True,False,True,4.62,0.84,0.85,\tiny,5,659.0287704467773,762
True,True,False,True,True,True,True,1.81,0.96,0.84,\scriptsize,5,575.3417510986328,763
False,True,False,False,False,False,False,3.3,0.92,0.67,\footnotesize,5,600.2487335205078,764
False,True,True,True,False,True,True,3.47,0.99,0.89,\footnotesize,5,495.3157501220703,765
True,True,False,False,True,True,False,4.71,0.8,0.71,\tiny,4,25.9036865234375,766
True,False,False,False,False,False,False,3.76,0.84,0.8,\footnotesize,5,550.4357452392578,767
True,True,False,False,False,True,True,3.11,1.0,0.69,\footnotesize,5,525.3297271728516,768
False,True,True,True,True,True,True,3.76,0.97,0.7,\footnotesize,5,550.4357452392578,769
True,False,True,False,True,False,True,3.36,0.8,0.67,\tiny,4,25.9036865234375,770
False,True,True,True,False,False,True,3.3,0.95,0.74,\footnotesize,5,558.4057769775391,771
True,False,False,False,False,False,False,3.94,0.89,0.79,\scriptsize,5,641.0957870483398,772
False,False,True,False,True,True,True,4.25,0.98,0.7,\tiny,4,25.90374755859375,773
True,False,True,False,True,True,False,4.52,0.94,0.76,\scriptsize,5,650.0617904663086,774
False,True,True,False,False,False,False,3.51,0.75,0.87,\scriptsize,5,625.1557846069336,775
True,False,True,True,True,True,False,2.41,0.8,0.68,\footnotesize,5,575.3417510986328,776
True,False,False,False,True,False,True,2.56,0.8,0.67,\footnotesize,5,575.3417510986328,777
True,True,True,False,True,True,True,3.61,0.99,0.7,\footnotesize,5,486.2527618408203,778
False,True,False,False,False,True,False,3.85,0.78,0.89,\scriptsize,5,650.0617904663086,779
True,False,False,False,True,False,True,2.43,0.97,0.73,\tiny,4,25.9036865234375,780
False,False,True,True,True,True,False,2.77,0.95,0.9,\footnotesize,5,566.3757476806641,781
False,True,False,True,True,False,True,2.52,0.84,0.79,\scriptsize,5,650.0617904663086,782
False,False,True,False,False,True,True,4.53,0.91,0.88,\tiny,4,25.9036865234375,783
False,True,True,False,True,True,False,2.12,0.76,0.74,\scriptsize,5,650.0617904663086,784
False,False,False,False,True,True,True,1.58,0.75,0.62,\tiny,4,25.90374755859375,785
False,True,True,False,True,True,True,3.02,0.82,0.9,\tiny,4,22.81170654296875,786
False,False,False,True,True,True,False,1.34,0.74,0.87,\scriptsize,5,659.0287704467773,787
False,True,True,False,True,True,False,1.11,0.91,0.87,\scriptsize,5,600.2487335205078,788
False,True,False,True,False,True,False,3.6,0.83,0.8,\scriptsize,5,659.0287704467773,789
True,True,True,True,True,True,True,1.59,0.93,0.87,\footnotesize,5,458.1107482910156,790
True,False,False,True,True,False,False,3.72,0.9,0.73,\scriptsize,5,659.0287704467773,791
True,False,True,False,True,False,True,2.83,0.9,0.86,\tiny,4,25.9036865234375,792
True,False,True,True,True,False,True,2.02,0.87,0.85,\footnotesize,5,525.3297271728516,793
False,False,True,True,True,True,False,4.41,0.95,0.67,\scriptsize,4,22.2647705078125,794
True,False,False,False,True,True,True,4.1,0.71,0.64,\scriptsize,4,21.41973876953125,795
True,False,True,True,False,True,True,2.4,0.95,0.78,\tiny,4,25.9036865234375,796
True,True,True,True,False,False,False,4.59,0.87,0.75,\footnotesize,5,525.3297271728516,797
True,False,True,False,True,False,True,4.21,0.71,0.74,\scriptsize,5,674.9687728881836,798
True,True,False,True,False,True,True,2.93,0.81,0.75,\tiny,4,25.90374755859375,799
True,False,False,True,True,True,False,4.66,0.78,0.65,\footnotesize,5,608.2187652587891,800
True,False,True,False,True,False,True,2.77,0.89,0.84,\scriptsize,5,616.1887435913086,801
False,False,True,False,False,True,False,3.45,0.73,0.77,\scriptsize,4,21.41973876953125,802
True,False,False,False,True,False,True,3.41,0.93,0.86,\footnotesize,5,525.3297271728516,803
True,False,False,True,False,True,False,3.32,0.84,0.78,\scriptsize,5,641.0957870483398,804
True,True,True,True,False,False,True,4.8,0.85,0.88,\tiny,5,659.0287704467773,805
False,True,False,False,True,True,False,1.12,0.71,0.61,\footnotesize,5,641.0957870483398,806
True,True,True,False,False,False,True,2.91,0.93,0.89,\tiny,5,625.1557846069336,807
True,True,False,False,False,False,True,4.58,0.82,0.85,\footnotesize,5,525.3297271728516,808
True,True,True,False,False,False,True,3.6,0.83,0.67,\scriptsize,5,625.1557846069336,809
False,False,False,False,False,False,True,1.42,0.89,0.89,\tiny,4,25.9036865234375,810
True,True,True,True,False,False,False,2.0,1.0,0.83,\scriptsize,5,268.48773193359375,811
True,False,True,True,False,False,True,4.81,0.85,0.61,\tiny,4,25.90374755859375,812
True,False,False,False,True,True,True,1.16,0.79,0.61,\footnotesize,5,600.2487335205078,813
False,False,False,True,True,False,True,2.6,0.7,0.64,\scriptsize,4,25.9036865234375,814
True,False,False,False,False,True,False,2.13,0.88,0.7,\scriptsize,5,659.0287704467773,815
True,False,True,False,False,False,False,3.59,0.89,0.6,\tiny,4,25.90374755859375,816
False,True,False,True,False,False,True,3.93,0.82,0.71,\scriptsize,4,21.41973876953125,817
True,True,False,True,True,True,False,3.92,0.72,0.78,\scriptsize,5,650.0617904663086,818
True,True,True,False,True,True,False,4.46,0.99,0.82,\footnotesize,5,474.2157287597656,819
False,False,True,True,False,True,True,2.28,0.86,0.83,\footnotesize,5,600.2487335205078,820
True,False,True,True,False,True,False,4.37,0.96,0.75,\scriptsize,5,641.0957870483398,821
False,True,True,False,True,False,False,2.03,0.98,0.88,\footnotesize,5,525.3297271728516,822
True,True,False,True,False,True,True,1.8,0.82,0.7,\footnotesize,5,550.4357452392578,823
True,True,False,True,True,False,True,1.89,0.77,0.69,\scriptsize,5,650.0617904663086,824
False,True,False,True,True,False,False,3.81,0.83,0.69,\scriptsize,4,25.544677734375,825
False,False,False,True,False,False,False,1.31,0.95,0.65,\footnotesize,5,608.2187652587891,826
True,False,False,False,False,False,True,3.44,0.89,0.75,\scriptsize,5,641.0957870483398,827
False,True,True,True,True,True,False,4.49,0.87,0.79,\scriptsize,5,625.1557846069336,828
True,False,False,True,True,True,True,3.23,0.87,0.89,\footnotesize,5,525.3297271728516,829
False,True,True,True,True,True,False,4.77,0.84,0.9,\tiny,4,25.28173828125,830
False,False,False,False,False,True,True,1.85,0.84,0.62,\scriptsize,4,25.9036865234375,831
False,True,True,False,True,False,False,1.7,0.91,0.81,\tiny,4,25.9036865234375,832
True,False,True,False,False,False,False,2.07,0.85,0.69,\tiny,4,25.9036865234375,833
True,False,False,True,True,False,True,2.68,0.77,0.83,\footnotesize,5,550.4357452392578,834
False,True,False,False,True,False,False,1.12,0.71,0.82,\tiny,4,25.90374755859375,835
True,True,True,True,True,False,True,4.89,1.0,0.81,\scriptsize,5,268.70977783203125,836
False,True,True,False,True,True,False,2.76,0.78,0.66,\footnotesize,5,583.3127593994141,837
False,True,False,False,False,False,False,3.75,0.76,0.86,\tiny,4,25.9036865234375,838
False,False,True,False,True,False,False,2.1,0.99,0.73,\scriptsize,5,659.0287704467773,839
True,False,False,False,False,True,False,4.48,0.79,0.74,\footnotesize,5,575.3417510986328,840
True,False,False,False,True,True,False,3.19,0.8,0.67,\scriptsize,5,666.9987411499023,841
False,False,True,True,False,True,True,1.15,0.75,0.73,\footnotesize,5,608.2187652587891,842
False,False,True,True,True,True,True,1.35,0.97,0.82,\tiny,4,25.9036865234375,843
False,True,True,False,True,True,False,1.67,0.83,0.86,\scriptsize,5,600.2487335205078,844
False,True,False,False,True,True,False,1.31,0.77,0.77,\tiny,4,25.9036865234375,845
True,False,False,False,False,True,True,1.59,0.88,0.8,\footnotesize,5,541.4687652587891,846
True,False,True,False,True,False,False,1.67,0.95,0.61,\scriptsize,5,659.0287704467773,847
True,False,True,True,True,False,False,3.34,0.78,0.68,\footnotesize,5,583.3127593994141,848
True,True,False,True,False,False,False,1.4,0.92,0.67,\tiny,4,25.90374755859375,849
False,True,False,False,False,False,False,3.47,0.77,0.73,\footnotesize,5,600.2487335205078,850
False,True,True,False,True,False,True,3.63,0.75,0.63,\tiny,4,25.90374755859375,851
True,True,True,True,False,True,False,1.45,0.96,0.74,\tiny,4,21.41973876953125,852
False,False,True,True,False,False,False,2.02,0.9,0.66,\footnotesize,5,616.1887435913086,853
False,False,False,True,True,True,True,4.29,0.78,0.83,\footnotesize,5,608.2187652587891,854
True,True,True,True,True,True,True,1.8,0.77,0.82,\tiny,5,666.9987411499023,855
True,False,True,False,True,False,True,4.51,0.87,0.88,\scriptsize,5,608.2187652587891,856
True,True,False,True,False,True,False,1.77,0.91,0.67,\scriptsize,5,650.0617904663086,857
True,False,True,True,True,True,True,4.99,0.9,0.86,\footnotesize,5,516.3637237548828,858
True,True,True,True,True,True,False,2.91,0.87,0.85,\tiny,5,650.0617904663086,859
True,True,True,True,False,False,False,2.61,0.8,0.69,\footnotesize,5,516.3637237548828,860
False,True,True,True,False,True,False,2.95,0.89,0.79,\scriptsize,5,625.1557846069336,861
False,True,True,False,True,True,True,2.27,0.86,0.62,\tiny,4,25.9036865234375,862
True,False,True,True,True,False,False,3.77,0.75,0.64,\footnotesize,5,600.2487335205078,863
False,True,True,True,True,False,True,3.29,0.78,0.76,\footnotesize,5,558.4057769775391,864
False,True,False,False,False,True,False,3.17,0.97,0.76,\scriptsize,5,659.0287704467773,865
False,False,True,True,True,False,False,1.53,0.94,0.62,\scriptsize,4,25.9036865234375,866
True,False,False,False,False,True,False,1.1,0.72,0.88,\footnotesize,5,516.3637237548828,867
False,True,False,False,False,True,True,3.59,0.84,0.84,\tiny,4,25.90374755859375,868
False,True,True,False,False,False,True,1.77,0.98,0.72,\tiny,4,25.9036865234375,869
False,False,True,False,False,False,True,3.55,0.95,0.65,\footnotesize,5,625.1557846069336,870
True,False,False,True,False,False,True,3.56,0.76,0.76,\scriptsize,5,641.0957870483398,871
False,True,False,True,True,False,False,2.9,0.78,0.86,\footnotesize,5,591.2827301025391,872
False,True,False,True,False,True,True,3.09,0.77,0.84,\scriptsize,5,650.0617904663086,873
True,True,False,False,False,True,False,2.98,0.77,0.81,\scriptsize,5,625.1557846069336,874
False,True,True,True,False,False,False,4.88,0.74,0.87,\tiny,4,25.9036865234375,875
True,True,True,True,False,False,False,3.29,0.92,0.77,\footnotesize,5,502.7757110595703,876
True,False,True,False,True,False,True,2.51,0.91,0.68,\scriptsize,5,659.0287704467773,877
True,True,False,False,True,True,True,4.74,0.74,0.69,\footnotesize,5,566.3757476806641,878
True,False,False,False,False,False,True,3.14,0.92,0.75,\scriptsize,5,641.0957870483398,879
True,True,True,False,True,True,True,1.22,0.81,0.62,\scriptsize,5,616.1887435913086,880
False,False,True,True,True,False,False,2.75,0.98,0.86,\footnotesize,5,575.3417510986328,881
True,False,True,True,True,False,True,1.15,0.83,0.7,\tiny,4,25.9036865234375,882
False,True,False,True,True,True,False,2.57,0.93,0.75,\footnotesize,5,591.2827301025391,883
False,False,False,False,False,True,True,4.5,0.82,0.64,\footnotesize,5,650.0617904663086,884
False,True,False,False,False,False,True,1.2,0.93,0.88,\tiny,4,25.9036865234375,885
False,True,False,True,True,True,False,3.06,0.75,0.76,\footnotesize,5,591.2827301025391,886
True,False,True,False,True,False,True,2.07,0.97,0.68,\footnotesize,5,558.4057769775391,887
False,True,False,True,True,False,False,2.86,0.74,0.61,\footnotesize,5,650.0617904663086,888
False,False,False,False,True,False,True,3.44,0.83,0.73,\tiny,4,25.90374755859375,889
False,False,True,False,False,True,True,2.39,0.8,0.66,\scriptsize,4,25.9036865234375,890
False,True,False,False,True,True,True,1.87,0.88,0.63,\tiny,4,25.90374755859375,891
True,False,True,False,False,True,False,2.09,0.91,0.78,\tiny,4,25.9036865234375,892
True,True,True,False,True,True,True,3.12,0.76,0.84,\tiny,5,659.0287704467773,893
False,False,False,False,False,True,True,3.68,0.89,0.87,\tiny,4,25.9036865234375,894
False,True,False,False,False,True,True,1.63,0.76,0.85,\scriptsize,5,641.0957870483398,895
False,False,True,True,False,False,True,3.16,0.72,0.78,\scriptsize,4,25.9036865234375,896
False,False,False,False,True,True,True,2.69,0.87,0.64,\tiny,4,25.90374755859375,897
False,False,True,False,False,False,True,1.83,0.83,0.87,\tiny,4,25.9036865234375,898
False,True,False,True,False,True,False,1.7,0.82,0.79,\footnotesize,5,583.3127593994141,899
False,True,True,False,False,True,True,2.75,0.9,0.76,\tiny,4,25.9036865234375,900
True,False,True,False,False,False,True,3.14,0.89,0.79,\tiny,4,25.9036865234375,901
False,False,True,False,False,True,True,1.1,0.9,0.7,\scriptsize,4,25.9036865234375,902
True,False,True,False,True,True,False,4.24,0.81,0.84,\tiny,4,25.9036865234375,903
False,True,True,True,True,True,False,2.54,0.97,0.7,\scriptsize,5,625.1557846069336,904
False,True,False,False,False,True,False,2.25,0.89,0.67,\scriptsize,4,21.41973876953125,905
False,False,True,False,True,False,False,1.23,0.83,0.73,\scriptsize,5,674.9687728881836,906
False,True,False,True,False,True,False,2.01,0.87,0.65,\scriptsize,4,21.41973876953125,907
True,False,True,False,False,False,False,3.49,0.8,0.68,\footnotesize,5,583.3127593994141,908
True,False,True,True,True,True,True,4.76,0.88,0.87,\scriptsize,5,608.2187652587891,909
False,True,True,False,False,True,False,3.95,0.88,0.77,\scriptsize,5,625.1557846069336,910
True,True,False,False,True,True,True,4.13,0.88,0.62,\footnotesize,5,566.3757476806641,911
True,False,False,True,False,False,False,1.01,0.99,0.87,\scriptsize,5,305.52777099609375,912
False,False,True,True,False,False,False,2.34,0.99,0.66,\scriptsize,4,21.41973876953125,913
True,False,True,True,False,False,True,1.72,0.86,0.69,\scriptsize,5,659.0287704467773,914
True,True,True,False,True,True,False,3.99,0.93,0.87,\tiny,5,650.0617904663086,915
True,True,True,True,True,False,False,2.72,0.93,0.73,\footnotesize,5,525.3297271728516,916
False,False,False,False,True,True,False,2.2,0.94,0.88,\footnotesize,5,575.3417510986328,917
False,False,False,True,True,True,True,1.42,0.81,0.65,\tiny,4,25.90374755859375,918
True,False,False,True,False,False,False,1.97,0.86,0.63,\footnotesize,5,575.3417510986328,919
True,True,False,True,False,False,False,3.6,0.75,0.8,\scriptsize,5,625.1557846069336,920
False,True,False,False,True,False,True,2.38,0.89,0.74,\footnotesize,5,575.3417510986328,921
False,True,False,False,False,False,False,4.57,0.99,0.7,\footnotesize,5,600.2487335205078,922
True,False,True,False,False,False,True,3.59,0.98,0.74,\footnotesize,5,550.4357452392578,923
False,False,True,False,True,False,False,4.2,0.86,0.84,\tiny,4,25.9036865234375,924
True,True,True,True,False,True,True,3.51,0.82,0.88,\scriptsize,5,558.4057769775391,925
True,False,True,True,False,True,False,2.87,0.94,0.6,\scriptsize,5,666.9987411499023,926
True,True,False,True,False,False,True,4.82,0.95,0.62,\tiny,4,25.90374755859375,927
False,True,True,False,False,True,True,1.72,0.94,0.88,\scriptsize,5,575.3417510986328,928
False,True,True,False,True,True,True,1.76,0.73,0.62,\scriptsize,5,659.0287704467773,929
True,False,True,True,True,False,False,4.7,0.76,0.71,\tiny,4,25.90374755859375,930
True,False,False,True,True,False,False,2.42,0.92,0.71,\tiny,4,25.9036865234375,931
False,False,True,False,True,True,False,1.63,0.86,0.66,\scriptsize,4,25.9036865234375,932
True,False,False,False,False,True,False,4.43,0.78,0.8,\footnotesize,5,550.4357452392578,933
True,False,False,True,True,False,False,2.73,0.96,0.89,\scriptsize,5,310.40277099609375,934
False,True,False,True,True,True,False,3.24,0.87,0.71,\footnotesize,5,591.2827301025391,935
True,True,False,True,False,False,True,3.39,0.73,0.72,\tiny,4,25.9036865234375,936
False,True,False,True,False,True,True,2.72,0.79,0.63,\scriptsize,4,25.9036865234375,937
True,True,False,True,True,True,True,3.02,0.72,0.67,\tiny,4,25.9036865234375,938
False,False,True,False,True,True,True,2.36,0.74,0.87,\tiny,4,25.9036865234375,939
False,False,False,True,False,False,True,1.36,0.78,0.84,\tiny,4,25.9036865234375,940
False,False,True,True,True,True,True,2.9,0.72,0.72,\footnotesize,5,641.0957870483398,941
False,False,False,False,False,False,False,1.97,0.99,0.84,\tiny,4,25.9036865234375,942
True,False,True,False,True,True,True,2.44,0.97,0.62,\scriptsize,5,659.0287704467773,943
True,False,False,False,True,False,True,1.62,0.71,0.73,\scriptsize,5,659.0287704467773,944
False,False,False,False,False,True,True,3.56,0.75,0.84,\footnotesize,5,600.2487335205078,945
False,False,False,False,False,True,True,1.58,0.95,0.7,\tiny,4,25.90374755859375,946
False,False,False,False,True,False,False,3.87,0.93,0.6,\footnotesize,5,641.0957870483398,947
True,False,False,True,True,False,False,1.1,0.83,0.73,\scriptsize,5,650.0617904663086,948
False,False,True,True,False,True,False,1.01,1.0,0.69,\tiny,4,25.9036865234375,949
False,False,False,True,False,True,True,3.38,0.96,0.79,\tiny,4,25.9036865234375,950
False,True,False,True,True,False,True,4.72,0.77,0.8,\scriptsize,5,650.0617904663086,951
False,False,True,False,True,False,True,3.59,0.92,0.67,\footnotesize,5,625.1557846069336,952
True,False,True,False,False,False,True,1.89,0.96,0.75,\scriptsize,5,633.1257553100586,953
True,True,False,True,False,True,False,1.97,0.71,0.83,\tiny,4,25.9036865234375,954
False,True,True,False,True,True,True,2.68,0.91,0.64,\scriptsize,5,641.0957870483398,955
True,False,False,True,False,True,True,4.54,0.96,0.88,\scriptsize,5,315.53375244140625,956
True,False,False,True,True,True,True,4.47,0.75,0.77,\tiny,4,25.9036865234375,957
False,True,True,False,True,True,True,1.51,0.89,0.71,\footnotesize,5,550.4357452392578,958
False,False,True,False,True,False,True,1.88,0.98,0.78,\footnotesize,5,600.2487335205078,959
False,False,False,True,False,True,True,4.35,0.82,0.75,\footnotesize,5,608.2187652587891,960
True,False,True,True,True,True,False,3.13,0.71,0.61,\footnotesize,5,600.2487335205078,961
False,False,True,False,True,False,False,2.75,0.83,0.62,\footnotesize,5,633.1257553100586,962
False,False,True,True,True,True,True,1.9,0.78,0.61,\scriptsize,4,25.9036865234375,963
False,False,False,False,True,False,False,1.96,0.72,0.73,\footnotesize,5,616.1887435913086,964
False,False,False,True,True,True,False,4.81,0.72,0.63,\tiny,4,25.90374755859375,965
False,True,False,False,False,True,True,2.29,0.86,0.81,\tiny,4,25.9036865234375,966
False,False,True,True,False,False,True,4.05,0.81,0.9,\scriptsize,5,659.0287704467773,967
